id_inscricao_evento;fk_evento;fk_usuario;status_ue
923;5;563;CONFIRMADO
924;5;586;CONFIRMADO
925;5;610;CONFIRMADO
926;5;614;CONFIRMADO
927;5;621;CONFIRMADO
928;5;624;CONFIRMADO
929;5;651;CONFIRMADO
930;5;660;CONFIRMADO
931;5;672;CONFIRMADO
932;5;688;CONFIRMADO
933;5;689;CONFIRMADO
934;5;715;CONFIRMADO
935;5;718;CONFIRMADO
936;5;727;CONFIRMADO
937;5;752;CONFIRMADO
938;5;769;CONFIRMADO
939;5;781;CONFIRMADO
940;5;791;CONFIRMADO
941;5;796;CONFIRMADO
942;5;800;CONFIRMADO
943;5;801;CONFIRMADO
944;5;809;CONFIRMADO
945;5;824;CONFIRMADO
946;5;840;CONFIRMADO
947;5;850;CONFIRMADO
948;5;854;CONFIRMADO
949;5;860;CONFIRMADO
950;5;866;CONFIRMADO
951;5;876;CONFIRMADO
952;5;877;CONFIRMADO
953;5;901;CONFIRMADO
954;5;904;CONFIRMADO
955;5;922;CONFIRMADO
956;5;925;CONFIRMADO
957;5;945;CONFIRMADO
958;5;953;CONFIRMADO
959;5;955;CONFIRMADO
960;5;957;CONFIRMADO
961;5;961;CONFIRMADO
962;5;963;CONFIRMADO
963;5;977;CONFIRMADO
964;5;979;CONFIRMADO
965;5;1003;CONFIRMADO
966;5;1005;CONFIRMADO
967;5;1010;CONFIRMADO
968;5;1083;CONFIRMADO
969;5;1091;CONFIRMADO
970;5;1106;CONFIRMADO
971;5;1109;CONFIRMADO
972;5;1117;CONFIRMADO
973;5;1126;CONFIRMADO
974;5;1133;CONFIRMADO
975;5;1139;CONFIRMADO
976;5;1141;CONFIRMADO
977;5;1147;CONFIRMADO
978;5;1148;CONFIRMADO
979;5;1155;CONFIRMADO
980;5;1170;CONFIRMADO
981;5;1177;CONFIRMADO
982;7;19;CONFIRMADO
983;7;22;CONFIRMADO
984;7;34;CONFIRMADO
985;7;47;CONFIRMADO
986;7;64;CONFIRMADO
987;7;77;CONFIRMADO
988;7;85;CONFIRMADO
989;7;90;CONFIRMADO
990;7;91;CONFIRMADO
991;7;130;CONFIRMADO
992;7;132;CONFIRMADO
993;7;133;CONFIRMADO
994;7;145;CONFIRMADO
995;7;158;CONFIRMADO
996;7;163;CONFIRMADO
997;7;165;CONFIRMADO
998;7;188;CONFIRMADO
999;7;197;CONFIRMADO
1000;7;209;CONFIRMADO
1001;7;219;CONFIRMADO
1002;7;234;CONFIRMADO
1003;7;258;CONFIRMADO
1004;7;267;CONFIRMADO
1005;7;278;CONFIRMADO
1006;7;288;CONFIRMADO
1007;7;292;CONFIRMADO
1008;7;294;CONFIRMADO
1009;7;309;CONFIRMADO
1010;7;310;CONFIRMADO
1011;7;314;CONFIRMADO
1012;7;319;CONFIRMADO
1013;7;343;CONFIRMADO
1014;7;354;CONFIRMADO
1015;7;360;CONFIRMADO
1016;7;372;CONFIRMADO
1017;7;381;CONFIRMADO
1018;7;407;CONFIRMADO
1019;7;418;CONFIRMADO
1020;7;443;CONFIRMADO
1021;7;444;CONFIRMADO
1022;7;445;CONFIRMADO
1023;7;459;CONFIRMADO
1024;7;466;CONFIRMADO
1025;7;473;CONFIRMADO
1026;7;505;CONFIRMADO
1027;7;517;CONFIRMADO
1028;7;540;CONFIRMADO
1029;7;555;CONFIRMADO
1030;7;581;CONFIRMADO
1031;7;593;CONFIRMADO
1032;7;598;CONFIRMADO
1033;7;600;CONFIRMADO
1034;7;607;CONFIRMADO
1035;7;609;CONFIRMADO
1036;7;644;CONFIRMADO
1037;7;655;CONFIRMADO
1038;7;682;CONFIRMADO
1039;7;758;CONFIRMADO
1040;7;767;CONFIRMADO
1041;7;772;CONFIRMADO
1042;7;780;CONFIRMADO
1043;7;838;CONFIRMADO
1044;7;843;CONFIRMADO
1045;7;845;CONFIRMADO
1046;7;850;CONFIRMADO
1047;7;856;CONFIRMADO
1048;7;864;CONFIRMADO
1049;7;866;CONFIRMADO
1050;7;903;CONFIRMADO
1051;7;922;CONFIRMADO
1052;7;935;CONFIRMADO
1053;7;942;CONFIRMADO
1054;7;946;CONFIRMADO
1055;7;950;CONFIRMADO
1056;7;969;CONFIRMADO
1057;7;970;CONFIRMADO
1058;7;977;CONFIRMADO
1059;7;998;CONFIRMADO
1060;7;1037;CONFIRMADO
1061;7;1058;CONFIRMADO
1062;7;1063;CONFIRMADO
1063;7;1072;CONFIRMADO
1064;7;1079;CONFIRMADO
1065;7;1083;CONFIRMADO
1066;7;1137;CONFIRMADO
1067;7;1149;CONFIRMADO
1068;7;1168;CONFIRMADO
1069;7;1171;CONFIRMADO
1070;7;1173;CONFIRMADO
1071;9;3;CONFIRMADO
1072;9;64;CONFIRMADO
1073;9;77;CONFIRMADO
1074;9;100;CONFIRMADO
1075;9;110;CONFIRMADO
1076;9;138;CONFIRMADO
1077;9;153;CONFIRMADO
1078;9;157;CONFIRMADO
1079;9;165;CONFIRMADO
1080;9;173;CONFIRMADO
1081;9;199;CONFIRMADO
1082;9;210;CONFIRMADO
1083;9;215;CONFIRMADO
1084;9;222;CONFIRMADO
1085;9;229;CONFIRMADO
1086;9;230;CONFIRMADO
1087;9;244;CONFIRMADO
1088;9;255;CONFIRMADO
1089;9;287;CONFIRMADO
1090;9;294;CONFIRMADO
1091;9;298;CONFIRMADO
1092;9;306;CONFIRMADO
1093;9;307;CONFIRMADO
1094;9;311;CONFIRMADO
1095;9;313;CONFIRMADO
1096;9;335;CONFIRMADO
1097;9;339;CONFIRMADO
1098;9;402;CONFIRMADO
1099;9;404;CONFIRMADO
1100;9;416;CONFIRMADO
1101;9;435;CONFIRMADO
1102;9;440;CONFIRMADO
1103;9;454;CONFIRMADO
1104;9;457;CONFIRMADO
1105;9;460;CONFIRMADO
1106;9;466;CONFIRMADO
1107;9;476;CONFIRMADO
1108;9;487;CONFIRMADO
1109;9;494;CONFIRMADO
1110;9;510;CONFIRMADO
1111;9;522;CONFIRMADO
1112;9;528;CONFIRMADO
1113;9;548;CONFIRMADO
1114;9;567;CONFIRMADO
1115;9;572;CONFIRMADO
1116;9;581;CONFIRMADO
1117;9;619;CONFIRMADO
1118;9;636;CONFIRMADO
1119;9;665;CONFIRMADO
1120;9;675;CONFIRMADO
1121;9;716;CONFIRMADO
1122;9;719;CONFIRMADO
1123;9;740;CONFIRMADO
1124;9;762;CONFIRMADO
1125;9;764;CONFIRMADO
1126;9;794;CONFIRMADO
1127;9;797;CONFIRMADO
1128;9;801;CONFIRMADO
1129;9;815;CONFIRMADO
1130;9;823;CONFIRMADO
1131;9;834;CONFIRMADO
1132;9;840;CONFIRMADO
1133;9;849;CONFIRMADO
1134;9;855;CONFIRMADO
1135;9;874;CONFIRMADO
1136;9;875;CONFIRMADO
1137;9;890;CONFIRMADO
1138;9;955;CONFIRMADO
1139;9;966;CONFIRMADO
1140;9;969;CONFIRMADO
1141;9;970;CONFIRMADO
1142;9;973;CONFIRMADO
1143;9;976;CONFIRMADO
1144;9;985;CONFIRMADO
1145;9;1021;CONFIRMADO
1146;9;1024;CONFIRMADO
1147;9;1030;CONFIRMADO
1148;9;1040;CONFIRMADO
1149;9;1041;CONFIRMADO
1150;9;1043;CONFIRMADO
1151;9;1044;CONFIRMADO
1152;9;1054;CONFIRMADO
1153;9;1064;CONFIRMADO
1154;9;1070;CONFIRMADO
1155;9;1074;CONFIRMADO
1156;9;1081;CONFIRMADO
1157;9;1083;CONFIRMADO
1158;9;1093;CONFIRMADO
1159;9;1094;CONFIRMADO
1160;9;1101;CONFIRMADO
1161;9;1118;CONFIRMADO
1162;9;1137;CONFIRMADO
1163;9;1145;CONFIRMADO
1164;9;1156;CONFIRMADO
1165;9;1158;CONFIRMADO
1166;9;1165;CONFIRMADO
1167;9;1168;CONFIRMADO
1168;9;1172;CONFIRMADO
1169;10;6;CONFIRMADO
1170;10;20;CONFIRMADO
1171;10;30;CONFIRMADO
1172;10;43;CONFIRMADO
1173;10;46;CONFIRMADO
1174;10;47;CONFIRMADO
1175;10;65;CONFIRMADO
1176;10;76;CONFIRMADO
1177;10;78;CONFIRMADO
1178;10;102;CONFIRMADO
1179;10;116;CONFIRMADO
1180;10;144;CONFIRMADO
1181;10;145;CONFIRMADO
1182;10;150;CONFIRMADO
1183;10;169;CONFIRMADO
1184;10;185;CONFIRMADO
1185;10;204;CONFIRMADO
1186;10;217;CONFIRMADO
1187;10;230;CONFIRMADO
1188;10;232;CONFIRMADO
1189;10;237;CONFIRMADO
1190;10;249;CONFIRMADO
1191;10;250;CONFIRMADO
1192;10;254;CONFIRMADO
1193;10;277;CONFIRMADO
1194;10;282;CONFIRMADO
1195;10;297;CONFIRMADO
1196;10;299;CONFIRMADO
1197;10;305;CONFIRMADO
1198;10;315;CONFIRMADO
1199;10;316;CONFIRMADO
1200;10;322;CONFIRMADO
1201;10;329;CONFIRMADO
1202;10;350;CONFIRMADO
1203;10;367;CONFIRMADO
1204;10;374;CONFIRMADO
1205;10;382;CONFIRMADO
1206;10;406;CONFIRMADO
1207;10;413;CONFIRMADO
1208;10;422;CONFIRMADO
1209;10;425;CONFIRMADO
1210;10;437;CONFIRMADO
1211;10;445;CONFIRMADO
1212;10;481;CONFIRMADO
1213;10;484;CONFIRMADO
1214;10;485;CONFIRMADO
1215;10;491;CONFIRMADO
1216;10;526;CONFIRMADO
1217;10;546;CONFIRMADO
1218;10;557;CONFIRMADO
1219;10;574;CONFIRMADO
1220;10;592;CONFIRMADO
1221;10;612;CONFIRMADO
1222;10;618;CONFIRMADO
1223;10;621;CONFIRMADO
1224;10;641;CONFIRMADO
1225;10;642;CONFIRMADO
1226;10;645;CONFIRMADO
1227;10;673;CONFIRMADO
1228;10;679;CONFIRMADO
1229;10;682;CONFIRMADO
1230;10;683;CONFIRMADO
1231;10;686;CONFIRMADO
1232;10;704;CONFIRMADO
1233;10;705;CONFIRMADO
1234;10;713;CONFIRMADO
1235;10;723;CONFIRMADO
1236;10;739;CONFIRMADO
1237;10;776;CONFIRMADO
1238;10;813;CONFIRMADO
1239;10;821;CONFIRMADO
1240;10;827;CONFIRMADO
1241;10;829;CONFIRMADO
1242;10;833;CONFIRMADO
1243;10;835;CONFIRMADO
1244;10;848;CONFIRMADO
1245;10;854;CONFIRMADO
1246;10;869;CONFIRMADO
1247;10;908;CONFIRMADO
1248;10;915;CONFIRMADO
1249;10;919;CONFIRMADO
1250;10;921;CONFIRMADO
1251;10;922;CONFIRMADO
1252;10;925;CONFIRMADO
1253;10;931;CONFIRMADO
1254;10;964;CONFIRMADO
1255;10;982;CONFIRMADO
1256;10;995;CONFIRMADO
1257;10;1006;CONFIRMADO
1258;10;1012;CONFIRMADO
1259;10;1014;CONFIRMADO
1260;10;1042;CONFIRMADO
1261;10;1048;CONFIRMADO
1262;10;1051;CONFIRMADO
1263;10;1061;CONFIRMADO
1264;10;1066;CONFIRMADO
1265;10;1096;CONFIRMADO
1266;10;1105;CONFIRMADO
1267;10;1109;CONFIRMADO
1268;10;1118;CONFIRMADO
1269;10;1151;CONFIRMADO
1270;10;1170;CONFIRMADO
1271;12;6;CONFIRMADO
1272;12;22;CONFIRMADO
1273;12;23;CONFIRMADO
1274;12;29;CONFIRMADO
1275;12;40;CONFIRMADO
1276;12;41;CONFIRMADO
1277;12;45;CONFIRMADO
1278;12;50;CONFIRMADO
1279;12;61;CONFIRMADO
1280;12;65;CONFIRMADO
1281;12;66;CONFIRMADO
1282;12;67;CONFIRMADO
1283;12;73;CONFIRMADO
1284;12;74;CONFIRMADO
1285;12;116;CONFIRMADO
1286;12;125;CONFIRMADO
1287;12;137;CONFIRMADO
1288;12;138;CONFIRMADO
1289;12;172;CONFIRMADO
1290;12;182;CONFIRMADO
1291;12;192;CONFIRMADO
1292;12;195;CONFIRMADO
1293;12;199;CONFIRMADO
1294;12;203;CONFIRMADO
1295;12;208;CONFIRMADO
1296;12;230;CONFIRMADO
1297;12;231;CONFIRMADO
1298;12;243;CONFIRMADO
1299;12;249;CONFIRMADO
1300;12;266;CONFIRMADO
1301;12;283;CONFIRMADO
1302;12;292;CONFIRMADO
1303;12;296;CONFIRMADO
1304;12;316;CONFIRMADO
1305;12;320;CONFIRMADO
1306;12;325;CONFIRMADO
1307;12;334;CONFIRMADO
1308;12;344;CONFIRMADO
1309;12;346;CONFIRMADO
1310;12;348;CONFIRMADO
1311;12;355;CONFIRMADO
1312;12;358;CONFIRMADO
1313;12;360;CONFIRMADO
1314;12;362;CONFIRMADO
1315;12;371;CONFIRMADO
1316;12;380;CONFIRMADO
1317;12;440;CONFIRMADO
1318;12;464;CONFIRMADO
1319;12;525;CONFIRMADO
1320;12;531;CONFIRMADO
1321;12;541;CONFIRMADO
1322;12;543;CONFIRMADO
1323;12;545;CONFIRMADO
1324;12;552;CONFIRMADO
1325;12;566;CONFIRMADO
1326;12;568;CONFIRMADO
1327;12;590;CONFIRMADO
1328;12;592;CONFIRMADO
1329;12;645;CONFIRMADO
1330;12;652;CONFIRMADO
1331;12;662;CONFIRMADO
1332;12;667;CONFIRMADO
1333;12;669;CONFIRMADO
1334;12;684;CONFIRMADO
1335;12;693;CONFIRMADO
1336;12;724;CONFIRMADO
1337;12;753;CONFIRMADO
1338;12;784;CONFIRMADO
1339;12;829;CONFIRMADO
1340;12;840;CONFIRMADO
1341;12;848;CONFIRMADO
1342;12;851;CONFIRMADO
1343;12;855;CONFIRMADO
1344;12;866;CONFIRMADO
1345;12;869;CONFIRMADO
1346;12;879;CONFIRMADO
1347;12;894;CONFIRMADO
1348;12;897;CONFIRMADO
1349;12;901;CONFIRMADO
1350;12;920;CONFIRMADO
1351;12;931;CONFIRMADO
1352;12;942;CONFIRMADO
1353;12;945;CONFIRMADO
1354;12;966;CONFIRMADO
1355;12;969;CONFIRMADO
1356;12;979;CONFIRMADO
1357;12;995;CONFIRMADO
1358;12;1007;CONFIRMADO
1359;12;1010;CONFIRMADO
1360;12;1026;CONFIRMADO
1361;12;1038;CONFIRMADO
1362;12;1058;CONFIRMADO
1363;12;1076;CONFIRMADO
1364;12;1089;CONFIRMADO
1365;12;1102;CONFIRMADO
1366;12;1120;CONFIRMADO
1367;12;1131;CONFIRMADO
1368;12;1138;CONFIRMADO
1369;12;1157;CONFIRMADO
1370;14;15;CONFIRMADO
1371;14;23;CONFIRMADO
1372;14;28;CONFIRMADO
1373;14;36;CONFIRMADO
1374;14;41;CONFIRMADO
1375;14;51;CONFIRMADO
1376;14;57;CONFIRMADO
1377;14;58;CONFIRMADO
1378;14;62;CONFIRMADO
1379;14;78;CONFIRMADO
1380;14;86;CONFIRMADO
1381;14;91;CONFIRMADO
1382;14;109;CONFIRMADO
1383;14;122;CONFIRMADO
1384;14;123;CONFIRMADO
1385;14;125;CONFIRMADO
1386;14;168;CONFIRMADO
1387;14;176;CONFIRMADO
1388;14;190;CONFIRMADO
1389;14;192;CONFIRMADO
1390;14;214;CONFIRMADO
1391;14;216;CONFIRMADO
1392;14;221;CONFIRMADO
1393;14;226;CONFIRMADO
1394;14;241;CONFIRMADO
1395;14;246;CONFIRMADO
1396;14;284;CONFIRMADO
1397;14;304;CONFIRMADO
1398;14;305;CONFIRMADO
1399;14;314;CONFIRMADO
1400;14;362;CONFIRMADO
1401;14;365;CONFIRMADO
1402;14;366;CONFIRMADO
1403;14;371;CONFIRMADO
1404;14;383;CONFIRMADO
1405;14;385;CONFIRMADO
1406;14;403;CONFIRMADO
1407;14;427;CONFIRMADO
1408;14;452;CONFIRMADO
1409;14;463;CONFIRMADO
1410;14;500;CONFIRMADO
1411;14;501;CONFIRMADO
1412;14;547;CONFIRMADO
1413;14;563;CONFIRMADO
1414;14;566;CONFIRMADO
1415;14;584;CONFIRMADO
1416;14;591;CONFIRMADO
1417;14;595;CONFIRMADO
1418;14;596;CONFIRMADO
1419;14;610;CONFIRMADO
1420;14;629;CONFIRMADO
1421;14;639;CONFIRMADO
1422;14;647;CONFIRMADO
1423;14;651;CONFIRMADO
1424;14;665;CONFIRMADO
1425;14;673;CONFIRMADO
1426;14;676;CONFIRMADO
1427;14;680;CONFIRMADO
1428;14;681;CONFIRMADO
1429;14;696;CONFIRMADO
1430;14;722;CONFIRMADO
1431;14;751;CONFIRMADO
1432;14;764;CONFIRMADO
1433;14;765;CONFIRMADO
1434;14;770;CONFIRMADO
1435;14;792;CONFIRMADO
1436;14;794;CONFIRMADO
1437;14;798;CONFIRMADO
1438;14;799;CONFIRMADO
1439;14;808;CONFIRMADO
1440;14;813;CONFIRMADO
1441;14;836;CONFIRMADO
1442;14;838;CONFIRMADO
1443;14;857;CONFIRMADO
1444;14;874;CONFIRMADO
1445;14;875;CONFIRMADO
1446;14;893;CONFIRMADO
1447;14;902;CONFIRMADO
1448;14;907;CONFIRMADO
1449;14;935;CONFIRMADO
1450;14;936;CONFIRMADO
1451;14;938;CONFIRMADO
1452;14;943;CONFIRMADO
1453;14;963;CONFIRMADO
1454;14;969;CONFIRMADO
1455;14;976;CONFIRMADO
1456;14;993;CONFIRMADO
1457;14;1013;CONFIRMADO
1458;14;1042;CONFIRMADO
1459;14;1050;CONFIRMADO
1460;14;1053;CONFIRMADO
1461;14;1092;CONFIRMADO
1462;14;1097;CONFIRMADO
1463;14;1129;CONFIRMADO
1464;14;1143;CONFIRMADO
1465;14;1145;CONFIRMADO
1466;14;1149;CONFIRMADO
1467;14;1156;CONFIRMADO
1468;14;1158;CONFIRMADO
1469;15;13;CONFIRMADO
1470;15;14;CONFIRMADO
1471;15;37;CONFIRMADO
1472;15;38;CONFIRMADO
1473;15;40;CONFIRMADO
1474;15;43;CONFIRMADO
1475;15;59;CONFIRMADO
1476;15;71;CONFIRMADO
1477;15;81;CONFIRMADO
1478;15;99;CONFIRMADO
1479;15;110;CONFIRMADO
1480;15;112;CONFIRMADO
1481;15;115;CONFIRMADO
1482;15;132;CONFIRMADO
1483;15;134;CONFIRMADO
1484;15;157;CONFIRMADO
1485;15;172;CONFIRMADO
1486;15;193;CONFIRMADO
1487;15;199;CONFIRMADO
1488;15;234;CONFIRMADO
1489;15;258;CONFIRMADO
1490;15;262;CONFIRMADO
1491;15;270;CONFIRMADO
1492;15;273;CONFIRMADO
1493;15;289;CONFIRMADO
1494;15;347;CONFIRMADO
1495;15;350;CONFIRMADO
1496;15;351;CONFIRMADO
1497;15;430;CONFIRMADO
1498;15;436;CONFIRMADO
1499;15;446;CONFIRMADO
1500;15;467;CONFIRMADO
1501;15;471;CONFIRMADO
1502;15;478;CONFIRMADO
1503;15;481;CONFIRMADO
1504;15;483;CONFIRMADO
1505;15;488;CONFIRMADO
1506;15;496;CONFIRMADO
1507;15;516;CONFIRMADO
1508;15;524;CONFIRMADO
1509;15;531;CONFIRMADO
1510;15;585;CONFIRMADO
1511;15;594;CONFIRMADO
1512;15;598;CONFIRMADO
1513;15;605;CONFIRMADO
1514;15;620;CONFIRMADO
1515;15;659;CONFIRMADO
1516;15;673;CONFIRMADO
1517;15;725;CONFIRMADO
1518;15;727;CONFIRMADO
1519;15;746;CONFIRMADO
1520;15;754;CONFIRMADO
1521;15;766;CONFIRMADO
1522;15;777;CONFIRMADO
1523;15;779;CONFIRMADO
1524;15;815;CONFIRMADO
1525;15;816;CONFIRMADO
1526;15;834;CONFIRMADO
1527;15;836;CONFIRMADO
1528;15;839;CONFIRMADO
1529;15;858;CONFIRMADO
1530;15;868;CONFIRMADO
1531;15;876;CONFIRMADO
1532;15;877;CONFIRMADO
1533;15;887;CONFIRMADO
1534;15;905;CONFIRMADO
1535;15;943;CONFIRMADO
1536;15;949;CONFIRMADO
1537;15;972;CONFIRMADO
1538;15;974;CONFIRMADO
1539;15;981;CONFIRMADO
1540;15;983;CONFIRMADO
1541;15;992;CONFIRMADO
1542;15;998;CONFIRMADO
1543;15;1007;CONFIRMADO
1544;15;1008;CONFIRMADO
1545;15;1009;CONFIRMADO
1546;15;1025;CONFIRMADO
1547;15;1032;CONFIRMADO
1548;15;1034;CONFIRMADO
1549;15;1045;CONFIRMADO
1550;15;1061;CONFIRMADO
1551;15;1067;CONFIRMADO
1552;15;1102;CONFIRMADO
1553;15;1104;CONFIRMADO
1554;15;1105;CONFIRMADO
1555;15;1107;CONFIRMADO
1556;15;1109;CONFIRMADO
1557;15;1113;CONFIRMADO
1558;15;1135;CONFIRMADO
1559;15;1149;CONFIRMADO
1560;15;1166;CONFIRMADO
1561;16;7;CONFIRMADO
1562;16;15;CONFIRMADO
1563;16;16;CONFIRMADO
1564;16;24;CONFIRMADO
1565;16;26;CONFIRMADO
1566;16;37;CONFIRMADO
1567;16;44;CONFIRMADO
1568;16;48;CONFIRMADO
1569;16;54;CONFIRMADO
1570;16;58;CONFIRMADO
1571;16;60;CONFIRMADO
1572;16;69;CONFIRMADO
1573;16;73;CONFIRMADO
1574;16;95;CONFIRMADO
1575;16;97;CONFIRMADO
1576;16;114;CONFIRMADO
1577;16;117;CONFIRMADO
1578;16;121;CONFIRMADO
1579;16;126;CONFIRMADO
1580;16;146;CONFIRMADO
1581;16;149;CONFIRMADO
1582;16;154;CONFIRMADO
1583;16;155;CONFIRMADO
1584;16;163;CONFIRMADO
1585;16;172;CONFIRMADO
1586;16;180;CONFIRMADO
1587;16;184;CONFIRMADO
1588;16;199;CONFIRMADO
1589;16;249;CONFIRMADO
1590;16;255;CONFIRMADO
1591;16;272;CONFIRMADO
1592;16;300;CONFIRMADO
1593;16;331;CONFIRMADO
1594;16;343;CONFIRMADO
1595;16;349;CONFIRMADO
1596;16;397;CONFIRMADO
1597;16;433;CONFIRMADO
1598;16;460;CONFIRMADO
1599;16;464;CONFIRMADO
1600;16;473;CONFIRMADO
1601;16;483;CONFIRMADO
1602;16;496;CONFIRMADO
1603;16;506;CONFIRMADO
1604;16;526;CONFIRMADO
1605;16;538;CONFIRMADO
1606;16;548;CONFIRMADO
1607;16;550;CONFIRMADO
1608;16;558;CONFIRMADO
1609;16;565;CONFIRMADO
1610;16;581;CONFIRMADO
1611;16;592;CONFIRMADO
1612;16;595;CONFIRMADO
1613;16;603;CONFIRMADO
1614;16;627;CONFIRMADO
1615;16;638;CONFIRMADO
1616;16;643;CONFIRMADO
1617;16;652;CONFIRMADO
1618;16;654;CONFIRMADO
1619;16;673;CONFIRMADO
1620;16;682;CONFIRMADO
1621;16;689;CONFIRMADO
1622;16;690;CONFIRMADO
1623;16;700;CONFIRMADO
1624;16;719;CONFIRMADO
1625;16;745;CONFIRMADO
1626;16;757;CONFIRMADO
1627;16;762;CONFIRMADO
1628;16;771;CONFIRMADO
1629;16;794;CONFIRMADO
1630;16;831;CONFIRMADO
1631;16;839;CONFIRMADO
1632;16;873;CONFIRMADO
1633;16;885;CONFIRMADO
1634;16;899;CONFIRMADO
1635;16;907;CONFIRMADO
1636;16;913;CONFIRMADO
1637;16;923;CONFIRMADO
1638;16;925;CONFIRMADO
1639;16;929;CONFIRMADO
1640;16;951;CONFIRMADO
1641;16;1027;CONFIRMADO
1642;16;1059;CONFIRMADO
1643;16;1064;CONFIRMADO
1644;16;1089;CONFIRMADO
1645;16;1107;CONFIRMADO
1646;16;1125;CONFIRMADO
1647;16;1137;CONFIRMADO
1648;16;1141;CONFIRMADO
1649;16;1149;CONFIRMADO
1650;16;1166;CONFIRMADO
1651;16;1169;CONFIRMADO
1652;17;5;CONFIRMADO
1653;17;7;CONFIRMADO
1654;17;14;CONFIRMADO
1655;17;32;CONFIRMADO
1656;17;80;CONFIRMADO
1657;17;81;CONFIRMADO
1658;17;102;CONFIRMADO
1659;17;111;CONFIRMADO
1660;17;112;CONFIRMADO
1661;17;120;CONFIRMADO
1662;17;134;CONFIRMADO
1663;17;138;CONFIRMADO
1664;17;154;CONFIRMADO
1665;17;197;CONFIRMADO
1666;17;210;CONFIRMADO
1667;17;214;CONFIRMADO
1668;17;222;CONFIRMADO
1669;17;246;CONFIRMADO
1670;17;263;CONFIRMADO
1671;17;281;CONFIRMADO
1672;17;297;CONFIRMADO
1673;17;299;CONFIRMADO
1674;17;302;CONFIRMADO
1675;17;316;CONFIRMADO
1676;17;347;CONFIRMADO
1677;17;360;CONFIRMADO
1678;17;410;CONFIRMADO
1679;17;412;CONFIRMADO
1680;17;426;CONFIRMADO
1681;17;430;CONFIRMADO
1682;17;435;CONFIRMADO
1683;17;454;CONFIRMADO
1684;17;473;CONFIRMADO
1685;17;480;CONFIRMADO
1686;17;482;CONFIRMADO
1687;17;484;CONFIRMADO
1688;17;489;CONFIRMADO
1689;17;509;CONFIRMADO
1690;17;516;CONFIRMADO
1691;17;519;CONFIRMADO
1692;17;527;CONFIRMADO
1693;17;538;CONFIRMADO
1694;17;543;CONFIRMADO
1695;17;559;CONFIRMADO
1696;17;580;CONFIRMADO
1697;17;581;CONFIRMADO
1698;17;682;CONFIRMADO
1699;17;690;CONFIRMADO
1700;17;699;CONFIRMADO
1701;17;700;CONFIRMADO
1702;17;706;CONFIRMADO
1703;17;714;CONFIRMADO
1704;17;730;CONFIRMADO
1705;17;736;CONFIRMADO
1706;17;738;CONFIRMADO
1707;17;745;CONFIRMADO
1708;17;761;CONFIRMADO
1709;17;778;CONFIRMADO
1710;17;783;CONFIRMADO
1711;17;791;CONFIRMADO
1712;17;793;CONFIRMADO
1713;17;794;CONFIRMADO
1714;17;817;CONFIRMADO
1715;17;829;CONFIRMADO
1716;17;830;CONFIRMADO
1717;17;831;CONFIRMADO
1718;17;832;CONFIRMADO
1719;17;834;CONFIRMADO
1720;17;842;CONFIRMADO
1721;17;852;CONFIRMADO
1722;17;857;CONFIRMADO
1723;17;858;CONFIRMADO
1724;17;863;CONFIRMADO
1725;17;875;CONFIRMADO
1726;17;890;CONFIRMADO
1727;17;895;CONFIRMADO
1728;17;913;CONFIRMADO
1729;17;914;CONFIRMADO
1730;17;920;CONFIRMADO
1731;17;944;CONFIRMADO
1732;17;945;CONFIRMADO
1733;17;949;CONFIRMADO
1734;17;955;CONFIRMADO
1735;17;963;CONFIRMADO
1736;17;983;CONFIRMADO
1737;17;1014;CONFIRMADO
1738;17;1040;CONFIRMADO
1739;17;1051;CONFIRMADO
1740;17;1064;CONFIRMADO
1741;17;1068;CONFIRMADO
1742;17;1071;CONFIRMADO
1743;17;1072;CONFIRMADO
1744;17;1085;CONFIRMADO
1745;17;1092;CONFIRMADO
1746;17;1093;CONFIRMADO
1747;17;1100;CONFIRMADO
1748;17;1106;CONFIRMADO
1749;17;1119;CONFIRMADO
1750;17;1148;CONFIRMADO
1751;17;1158;CONFIRMADO
1752;17;1162;CONFIRMADO
1753;19;39;CONFIRMADO
1754;19;47;CONFIRMADO
1755;19;51;CONFIRMADO
1756;19;52;CONFIRMADO
1757;19;79;CONFIRMADO
1758;19;82;CONFIRMADO
1759;19;105;CONFIRMADO
1760;19;146;CONFIRMADO
1761;19;156;CONFIRMADO
1762;19;165;CONFIRMADO
1763;19;171;CONFIRMADO
1764;19;175;CONFIRMADO
1765;19;177;CONFIRMADO
1766;19;185;CONFIRMADO
1767;19;196;CONFIRMADO
1768;19;204;CONFIRMADO
1769;19;212;CONFIRMADO
1770;19;225;CONFIRMADO
1771;19;227;CONFIRMADO
1772;19;228;CONFIRMADO
1773;19;234;CONFIRMADO
1774;19;239;CONFIRMADO
1775;19;240;CONFIRMADO
1776;19;241;CONFIRMADO
1777;19;246;CONFIRMADO
1778;19;249;CONFIRMADO
1779;19;263;CONFIRMADO
1780;19;301;CONFIRMADO
1781;19;306;CONFIRMADO
1782;19;314;CONFIRMADO
1783;19;317;CONFIRMADO
1784;19;335;CONFIRMADO
1785;19;341;CONFIRMADO
1786;19;362;CONFIRMADO
1787;19;377;CONFIRMADO
1788;19;393;CONFIRMADO
1789;19;431;CONFIRMADO
1790;19;435;CONFIRMADO
1791;19;438;CONFIRMADO
