id_publicacao;descricao;data_postagem;imagem;fk_usuario;fk_evento;publicacao_pai;tipo
537;Descricao adequada da publicação  58;13/01/2020;pub_378.jgp;351;58;58;PUBLICACAO
538;Descricao adequada da publicação  157;08/04/2019;pub_379.jgp;303;157;157;PUBLICACAO
539;Descricao adequada da publicação  64;22/02/2020;pub_380.jgp;326;64;64;PUBLICACAO
540;Descricao adequada da publicação  136;10/07/2019;pub_381.jgp;193;136;136;PUBLICACAO
541;Descricao adequada da publicação  44;07/09/2021;pub_382.jgp;821;44;44;PUBLICACAO
542;Descricao adequada da publicação  61;31/03/2020;pub_383.jgp;285;61;61;PUBLICACAO
543;Descricao adequada da publicação  120;03/08/2019;pub_384.jgp;1170;120;120;PUBLICACAO
544;Descricao adequada da publicação  45;24/06/2021;pub_385.jgp;582;45;45;PUBLICACAO
545;Descricao adequada da publicação  62;17/11/2020;pub_386.jgp;577;62;62;PUBLICACAO
546;Descricao adequada da publicação  25;23/04/2021;pub_387.jgp;158;25;25;PUBLICACAO
547;Descricao adequada da publicação  59;28/12/2020;pub_388.jgp;617;59;59;PUBLICACAO
548;Descricao adequada da publicação  128;29/07/2019;pub_389.jgp;1115;128;128;PUBLICACAO
549;Descricao adequada da publicação  74;23/09/2020;pub_390.jgp;426;74;74;PUBLICACAO
550;Descricao adequada da publicação  53;21/11/2021;pub_391.jgp;379;53;53;PUBLICACAO
551;Descricao adequada da publicação  7;23/04/2021;pub_392.jgp;718;7;7;PUBLICACAO
552;Descricao adequada da publicação  140;20/02/2019;pub_393.jgp;836;140;140;PUBLICACAO
553;Descricao adequada da publicação  156;26/09/2019;pub_394.jgp;585;156;156;PUBLICACAO
554;Descricao adequada da publicação  17;16/02/2021;pub_395.jgp;752;17;17;PUBLICACAO
555;Descricao adequada da publicação  103;21/08/2020;pub_396.jgp;1143;103;103;PUBLICACAO
556;Descricao adequada da publicação  138;29/10/2019;pub_397.jgp;489;138;138;PUBLICACAO
557;Descricao adequada do comentario da publicação  295;01/12/2020;coment_1.jgp;507;72;295;COMENTARIO
558;Descricao adequada do comentario da publicação  548;31/07/2019;coment_2.jgp;199;128;548;COMENTARIO
559;Descricao adequada do comentario da publicação  403;13/11/2021;coment_3.jgp;689;53;403;COMENTARIO
560;Descricao adequada do comentario da publicação  358;25/06/2021;coment_4.jgp;204;4;358;COMENTARIO
561;Descricao adequada do comentario da publicação  549;26/09/2020;coment_5.jgp;33;74;549;COMENTARIO
562;Descricao adequada do comentario da publicação  187;25/06/2021;coment_6.jgp;600;4;187;COMENTARIO
563;Descricao adequada do comentario da publicação  427;18/11/2019;coment_7.jgp;598;118;427;COMENTARIO
564;Descricao adequada do comentario da publicação  387;18/08/2021;coment_8.jgp;564;5;387;COMENTARIO
565;Descricao adequada do comentario da publicação  347;19/11/2021;coment_9.jgp;558;8;347;COMENTARIO
566;Descricao adequada do comentario da publicação  270;19/06/2021;coment_10.jgp;36;39;270;COMENTARIO
567;Descricao adequada do comentario da publicação  296;05/04/2019;coment_11.jgp;845;129;296;COMENTARIO
568;Descricao adequada do comentario da publicação  337;18/05/2020;coment_12.jgp;7;97;337;COMENTARIO
569;Descricao adequada do comentario da publicação  552;21/02/2019;coment_13.jgp;1079;140;552;COMENTARIO
570;Descricao adequada do comentario da publicação  349;27/01/2021;coment_14.jgp;258;19;349;COMENTARIO
571;Descricao adequada do comentario da publicação  299;12/04/2020;coment_15.jgp;20;54;299;COMENTARIO
572;Descricao adequada do comentario da publicação  321;27/03/2021;coment_16.jgp;192;28;321;COMENTARIO
573;Descricao adequada do comentario da publicação  506;01/03/2019;coment_17.jgp;281;147;506;COMENTARIO
574;Descricao adequada do comentario da publicação  227;28/11/2021;coment_18.jgp;1032;46;227;COMENTARIO
575;Descricao adequada do comentario da publicação  490;08/05/2020;coment_19.jgp;114;55;490;COMENTARIO
576;Descricao adequada do comentario da publicação  495;23/04/2019;coment_20.jgp;599;159;495;COMENTARIO
577;Descricao adequada do comentario da publicação  511;20/09/2020;coment_21.jgp;531;70;511;COMENTARIO
578;Descricao adequada do comentario da publicação  546;23/04/2021;coment_22.jgp;789;25;546;COMENTARIO
579;Descricao adequada do comentario da publicação  339;06/03/2020;coment_23.jgp;165;101;339;COMENTARIO
580;Descricao adequada do comentario da publicação  522;13/10/2019;coment_24.jgp;728;122;522;COMENTARIO
581;Descricao adequada do comentario da publicação  419;19/05/2021;coment_25.jgp;718;38;419;COMENTARIO
582;Descricao adequada do comentario da publicação  342;01/12/2021;coment_26.jgp;78;52;342;COMENTARIO
583;Descricao adequada do comentario da publicação  309;27/11/2019;coment_27.jgp;964;118;309;COMENTARIO
584;Descricao adequada do comentario da publicação  407;12/11/2021;coment_28.jgp;1107;46;407;COMENTARIO
585;Descricao adequada do comentario da publicação  271;14/10/2021;coment_29.jgp;510;15;271;COMENTARIO
586;Descricao adequada do comentario da publicação  432;12/06/2020;coment_30.jgp;26;81;432;COMENTARIO
587;Descricao adequada do comentario da publicação  194;20/03/2021;coment_31.jgp;289;28;194;COMENTARIO
588;Descricao adequada do comentario da publicação  332;05/10/2019;coment_32.jgp;467;122;332;COMENTARIO
589;Descricao adequada do comentario da publicação  252;03/07/2020;coment_33.jgp;664;102;252;COMENTARIO
590;Descricao adequada do comentario da publicação  328;20/03/2020;coment_34.jgp;1167;61;328;COMENTARIO
591;Descricao adequada do comentario da publicação  198;08/02/2020;coment_35.jgp;512;84;198;COMENTARIO
592;Descricao adequada do comentario da publicação  261;23/11/2021;coment_36.jgp;1097;8;261;COMENTARIO
593;Descricao adequada do comentario da publicação  450;08/08/2021;coment_37.jgp;686;24;450;COMENTARIO
594;Descricao adequada do comentario da publicação  473;21/08/2020;coment_38.jgp;146;103;473;COMENTARIO
595;Descricao adequada do comentario da publicação  540;13/07/2019;coment_39.jgp;879;136;540;COMENTARIO
596;Descricao adequada do comentario da publicação  197;25/11/2021;coment_40.jgp;402;21;197;COMENTARIO
597;Descricao adequada do comentario da publicação  467;03/08/2019;coment_41.jgp;525;126;467;COMENTARIO
598;Descricao adequada do comentario da publicação  356;16/07/2019;coment_42.jgp;760;151;356;COMENTARIO
599;Descricao adequada do comentario da publicação  382;21/06/2020;coment_43.jgp;328;75;382;COMENTARIO
600;Descricao adequada do comentario da publicação  368;20/10/2019;coment_44.jgp;55;122;368;COMENTARIO
601;Descricao adequada do comentario da publicação  229;06/10/2020;coment_45.jgp;6;105;229;COMENTARIO
602;Descricao adequada do comentario da publicação  413;04/05/2021;coment_46.jgp;116;10;413;COMENTARIO
603;Descricao adequada do comentario da publicação  187;28/06/2021;coment_47.jgp;1066;4;187;COMENTARIO
604;Descricao adequada do comentario da publicação  380;24/03/2020;coment_48.jgp;430;95;380;COMENTARIO
605;Descricao adequada do comentario da publicação  290;25/08/2019;coment_49.jgp;58;143;290;COMENTARIO
606;Descricao adequada do comentario da publicação  243;26/12/2021;coment_50.jgp;1096;52;243;COMENTARIO
607;Descricao adequada do comentario da publicação  397;09/09/2021;coment_51.jgp;104;44;397;COMENTARIO
608;Descricao adequada do comentario da publicação  397;10/09/2021;coment_52.jgp;1100;44;397;COMENTARIO
609;Descricao adequada do comentario da publicação  427;13/11/2019;coment_53.jgp;854;118;427;COMENTARIO
610;Descricao adequada do comentario da publicação  344;02/03/2019;coment_54.jgp;1017;112;344;COMENTARIO
611;Descricao adequada do comentario da publicação  326;21/08/2019;coment_55.jgp;603;133;326;COMENTARIO
612;Descricao adequada do comentario da publicação  171;09/07/2019;coment_56.jgp;438;127;171;COMENTARIO
613;Descricao adequada do comentario da publicação  341;16/04/2021;coment_57.jgp;1160;12;341;COMENTARIO
614;Descricao adequada do comentario da publicação  402;21/01/2020;coment_58.jgp;1110;91;402;COMENTARIO
615;Descricao adequada do comentario da publicação  172;14/07/2019;coment_59.jgp;882;128;172;COMENTARIO
616;Descricao adequada do comentario da publicação  530;01/10/2019;coment_60.jgp;796;135;530;COMENTARIO
617;Descricao adequada do comentario da publicação  193;16/09/2020;coment_61.jgp;44;73;193;COMENTARIO
618;Descricao adequada do comentario da publicação  321;24/03/2021;coment_62.jgp;684;28;321;COMENTARIO
619;Descricao adequada do comentario da publicação  345;08/10/2019;coment_63.jgp;102;154;345;COMENTARIO
620;Descricao adequada do comentario da publicação  160;26/02/2019;coment_64.jgp;593;110;160;COMENTARIO
621;Descricao adequada do comentario da publicação  265;13/06/2021;coment_65.jgp;111;31;265;COMENTARIO
622;Descricao adequada do comentario da publicação  254;16/04/2019;coment_66.jgp;86;152;254;COMENTARIO
623;Descricao adequada do comentario da publicação  272;06/09/2019;coment_67.jgp;574;148;272;COMENTARIO
624;Descricao adequada do comentario da publicação  471;30/06/2019;coment_68.jgp;214;121;471;COMENTARIO
625;Descricao adequada do comentario da publicação  464;30/04/2020;coment_69.jgp;1084;85;464;COMENTARIO
626;Descricao adequada do comentario da publicação  190;20/07/2020;coment_70.jgp;722;68;190;COMENTARIO
627;Descricao adequada do comentario da publicação  499;22/04/2019;coment_71.jgp;281;132;499;COMENTARIO
628;Descricao adequada do comentario da publicação  343;02/04/2019;coment_72.jgp;869;131;343;COMENTARIO
629;Descricao adequada do comentario da publicação  273;02/05/2020;coment_73.jgp;9;55;273;COMENTARIO
630;Descricao adequada do comentario da publicação  362;22/09/2021;coment_74.jgp;538;26;362;COMENTARIO
631;Descricao adequada do comentario da publicação  534;11/08/2019;coment_75.jgp;210;148;534;COMENTARIO
632;Descricao adequada do comentario da publicação  258;26/04/2021;coment_76.jgp;1136;7;258;COMENTARIO
633;Descricao adequada do comentario da publicação  302;09/05/2019;coment_77.jgp;918;149;302;COMENTARIO
634;Descricao adequada do comentario da publicação  281;18/09/2020;coment_78.jgp;1164;104;281;COMENTARIO
635;Descricao adequada do comentario da publicação  216;09/05/2021;coment_79.jgp;260;12;216;COMENTARIO
636;Descricao adequada do comentario da publicação  555;23/08/2020;coment_80.jgp;1117;103;555;COMENTARIO
637;Descricao adequada do comentario da publicação  472;22/08/2021;coment_81.jgp;203;30;472;COMENTARIO
638;Descricao adequada do comentario da publicação  387;20/08/2021;coment_82.jgp;486;5;387;COMENTARIO
639;Descricao adequada do comentario da publicação  381;05/08/2019;coment_83.jgp;1008;143;381;COMENTARIO
640;Descricao adequada do comentario da publicação  549;25/09/2020;coment_84.jgp;245;74;549;COMENTARIO
641;Descricao adequada do comentario da publicação  332;05/10/2019;coment_85.jgp;1090;122;332;COMENTARIO
642;Descricao adequada do comentario da publicação  425;11/08/2021;coment_86.jgp;888;48;425;COMENTARIO
643;Descricao adequada do comentario da publicação  360;23/07/2020;coment_87.jgp;829;90;360;COMENTARIO
644;Descricao adequada do comentario da publicação  478;16/08/2021;coment_88.jgp;312;30;478;COMENTARIO
645;Descricao adequada do comentario da publicação  230;02/11/2021;coment_89.jgp;826;33;230;COMENTARIO
646;Descricao adequada do comentario da publicação  408;20/10/2020;coment_90.jgp;556;105;408;COMENTARIO
647;Descricao adequada do comentario da publicação  206;17/07/2020;coment_91.jgp;362;78;206;COMENTARIO
648;Descricao adequada do comentario da publicação  287;10/02/2019;coment_92.jgp;207;117;287;COMENTARIO
649;Descricao adequada do comentario da publicação  244;23/11/2020;coment_93.jgp;524;62;244;COMENTARIO
650;Descricao adequada do comentario da publicação  498;16/09/2019;coment_94.jgp;1154;146;498;COMENTARIO
651;Descricao adequada do comentario da publicação  345;08/10/2019;coment_95.jgp;363;154;345;COMENTARIO
652;Descricao adequada do comentario da publicação  261;24/11/2021;coment_96.jgp;209;8;261;COMENTARIO
653;Descricao adequada do comentario da publicação  452;17/06/2021;coment_97.jgp;997;11;452;COMENTARIO
654;Descricao adequada do comentario da publicação  216;09/05/2021;coment_98.jgp;272;12;216;COMENTARIO
655;Descricao adequada do comentario da publicação  415;02/08/2021;coment_99.jgp;1039;30;415;COMENTARIO
656;Descricao adequada do comentario da publicação  198;06/02/2020;coment_100.jgp;367;84;198;COMENTARIO
657;Descricao adequada do comentario da publicação  314;24/08/2020;coment_101.jgp;990;88;314;COMENTARIO
658;Descricao adequada do comentario da publicação  221;19/05/2019;coment_102.jgp;430;139;221;COMENTARIO
659;Descricao adequada do comentario da publicação  516;11/06/2020;coment_103.jgp;67;97;516;COMENTARIO
660;Descricao adequada do comentario da publicação  377;18/01/2019;coment_104.jgp;655;109;377;COMENTARIO
661;Descricao adequada do comentario da publicação  348;20/02/2019;coment_105.jgp;896;112;348;COMENTARIO
662;Descricao adequada do comentario da publicação  353;23/04/2021;coment_106.jgp;506;7;353;COMENTARIO
663;Descricao adequada do comentario da publicação  320;14/02/2021;coment_107.jgp;795;27;320;COMENTARIO
664;Descricao adequada do comentario da publicação  439;25/03/2021;coment_108.jgp;499;17;439;COMENTARIO
665;Descricao adequada do comentario da publicação  258;27/04/2021;coment_109.jgp;649;7;258;COMENTARIO
666;Descricao adequada do comentario da publicação  207;06/07/2020;coment_110.jgp;547;56;207;COMENTARIO
667;Descricao adequada do comentario da publicação  174;30/03/2019;coment_111.jgp;2;123;174;COMENTARIO
668;Descricao adequada do comentario da publicação  323;24/04/2019;coment_112.jgp;496;113;323;COMENTARIO
669;Descricao adequada do comentario da publicação  418;21/04/2019;coment_113.jgp;200;157;418;COMENTARIO
670;Descricao adequada do comentario da publicação  294;27/08/2019;coment_114.jgp;942;142;294;COMENTARIO
671;Descricao adequada do comentario da publicação  357;16/02/2019;coment_115.jgp;612;153;357;COMENTARIO
672;Descricao adequada do comentario da publicação  231;21/05/2021;coment_116.jgp;959;18;231;COMENTARIO
673;Descricao adequada do comentario da publicação  256;15/09/2019;coment_117.jgp;765;156;256;COMENTARIO
674;Descricao adequada do comentario da publicação  483;01/04/2021;coment_118.jgp;1054;41;483;COMENTARIO
675;Descricao adequada do comentario da publicação  286;23/04/2021;coment_119.jgp;417;38;286;COMENTARIO
676;Descricao adequada do comentario da publicação  249;02/06/2021;coment_120.jgp;415;31;249;COMENTARIO
677;Descricao adequada do comentario da publicação  404;19/03/2020;coment_121.jgp;577;79;404;COMENTARIO
678;Descricao adequada do comentario da publicação  248;24/02/2020;coment_122.jgp;245;101;248;COMENTARIO
679;Descricao adequada do comentario da publicação  365;05/03/2019;coment_123.jgp;599;123;365;COMENTARIO
680;Descricao adequada do comentario da publicação  212;13/10/2020;coment_124.jgp;74;67;212;COMENTARIO
681;Descricao adequada do comentario da publicação  335;15/03/2020;coment_125.jgp;703;101;335;COMENTARIO
682;Descricao adequada do comentario da publicação  399;23/02/2020;coment_126.jgp;387;64;399;COMENTARIO
683;Descricao adequada do comentario da publicação  261;23/11/2021;coment_127.jgp;41;8;261;COMENTARIO
684;Descricao adequada do comentario da publicação  506;26/02/2019;coment_128.jgp;77;147;506;COMENTARIO
685;Descricao adequada do comentario da publicação  360;25/07/2020;coment_129.jgp;581;90;360;COMENTARIO
686;Descricao adequada do comentario da publicação  442;17/02/2019;coment_130.jgp;1124;110;442;COMENTARIO
687;Descricao adequada do comentario da publicação  551;26/04/2021;coment_131.jgp;261;7;551;COMENTARIO
688;Descricao adequada do comentario da publicação  212;14/10/2020;coment_132.jgp;489;67;212;COMENTARIO
689;Descricao adequada do comentario da publicação  165;27/05/2019;coment_133.jgp;710;115;165;COMENTARIO
690;Descricao adequada do comentario da publicação  335;12/03/2020;coment_134.jgp;274;101;335;COMENTARIO
691;Descricao adequada do comentario da publicação  415;30/07/2021;coment_135.jgp;347;30;415;COMENTARIO
692;Descricao adequada do comentario da publicação  417;05/05/2019;coment_136.jgp;734;152;417;COMENTARIO
693;Descricao adequada do comentario da publicação  547;02/01/2021;coment_137.jgp;449;59;547;COMENTARIO
694;Descricao adequada do comentario da publicação  396;01/04/2019;coment_138.jgp;815;132;396;COMENTARIO
695;Descricao adequada do comentario da publicação  183;31/07/2020;coment_139.jgp;940;90;183;COMENTARIO
696;Descricao adequada do comentario da publicação  371;29/04/2019;coment_140.jgp;1;149;371;COMENTARIO
697;Descricao adequada do comentario da publicação  309;23/11/2019;coment_141.jgp;277;118;309;COMENTARIO
698;Descricao adequada do comentario da publicação  452;19/06/2021;coment_142.jgp;284;11;452;COMENTARIO
699;Descricao adequada do comentario da publicação  301;05/08/2020;coment_143.jgp;719;60;301;COMENTARIO
700;Descricao adequada do comentario da publicação  530;01/10/2019;coment_144.jgp;1015;135;530;COMENTARIO
701;Descricao adequada do comentario da publicação  189;03/02/2019;coment_145.jgp;143;107;189;COMENTARIO
702;Descricao adequada do comentario da publicação  235;24/06/2021;coment_146.jgp;540;37;235;COMENTARIO
703;Descricao adequada do comentario da publicação  218;10/07/2019;coment_147.jgp;721;121;218;COMENTARIO
704;Descricao adequada do comentario da publicação  549;28/09/2020;coment_148.jgp;435;74;549;COMENTARIO
705;Descricao adequada do comentario da publicação  286;20/04/2021;coment_149.jgp;465;38;286;COMENTARIO
706;Descricao adequada do comentario da publicação  161;09/05/2019;coment_150.jgp;385;116;161;COMENTARIO
707;Descricao adequada do comentario da publicação  297;28/04/2019;coment_151.jgp;95;113;297;COMENTARIO
708;Descricao adequada do comentario da publicação  442;15/02/2019;coment_152.jgp;990;110;442;COMENTARIO
709;Descricao adequada do comentario da publicação  209;07/12/2020;coment_153.jgp;1068;72;209;COMENTARIO
710;Descricao adequada do comentario da publicação  554;20/02/2021;coment_154.jgp;382;17;554;COMENTARIO
711;Descricao adequada do comentario da publicação  415;31/07/2021;coment_155.jgp;697;30;415;COMENTARIO
712;Descricao adequada do comentario da publicação  283;19/03/2019;coment_156.jgp;129;112;283;COMENTARIO
713;Descricao adequada do comentario da publicação  350;12/09/2019;coment_157.jgp;457;146;350;COMENTARIO
714;Descricao adequada do comentario da publicação  480;08/10/2020;coment_158.jgp;287;86;480;COMENTARIO
715;Descricao adequada do comentario da publicação  459;08/07/2020;coment_159.jgp;1016;90;459;COMENTARIO
716;Descricao adequada do comentario da publicação  268;15/08/2020;coment_160.jgp;223;88;268;COMENTARIO
717;Descricao adequada do comentario da publicação  198;06/02/2020;coment_161.jgp;612;84;198;COMENTARIO
718;Descricao adequada do comentario da publicação  409;30/05/2020;coment_162.jgp;934;97;409;COMENTARIO
719;Descricao adequada do comentario da publicação  189;03/02/2019;coment_163.jgp;918;107;189;COMENTARIO
720;Descricao adequada do comentario da publicação  431;28/10/2020;coment_164.jgp;809;69;431;COMENTARIO
721;Descricao adequada do comentario da publicação  521;25/06/2020;coment_165.jgp;955;102;521;COMENTARIO
722;Descricao adequada do comentario da publicação  484;08/07/2020;coment_166.jgp;170;80;484;COMENTARIO
723;Descricao adequada do comentario da publicação  199;11/08/2021;coment_167.jgp;389;5;199;COMENTARIO
724;Descricao adequada do comentario da publicação  166;03/06/2021;coment_168.jgp;331;3;166;COMENTARIO
725;Descricao adequada do comentario da publicação  236;23/07/2019;coment_169.jgp;611;120;236;COMENTARIO
726;Descricao adequada do comentario da publicação  358;22/06/2021;coment_170.jgp;469;4;358;COMENTARIO
727;Descricao adequada do comentario da publicação  245;11/04/2019;coment_171.jgp;592;113;245;COMENTARIO
728;Descricao adequada do comentario da publicação  420;10/06/2019;coment_172.jgp;256;119;420;COMENTARIO
729;Descricao adequada do comentario da publicação  230;30/10/2021;coment_173.jgp;1015;33;230;COMENTARIO
730;Descricao adequada do comentario da publicação  201;18/08/2019;coment_174.jgp;556;133;201;COMENTARIO
731;Descricao adequada do comentario da publicação  551;26/04/2021;coment_175.jgp;823;7;551;COMENTARIO
732;Descricao adequada do comentario da publicação  213;11/10/2020;coment_176.jgp;1115;67;213;COMENTARIO
733;Descricao adequada do comentario da publicação  201;18/08/2019;coment_177.jgp;1061;133;201;COMENTARIO
734;Descricao adequada do comentario da publicação  545;21/11/2020;coment_178.jgp;299;62;545;COMENTARIO
735;Descricao adequada do comentario da publicação  361;24/06/2021;coment_179.jgp;908;45;361;COMENTARIO
736;Descricao adequada do comentario da publicação  410;01/04/2020;coment_180.jgp;961;92;410;COMENTARIO
737;Descricao adequada do comentario da publicação  346;04/09/2020;coment_181.jgp;985;98;346;COMENTARIO
738;Descricao adequada do comentario da publicação  252;30/06/2020;coment_182.jgp;814;102;252;COMENTARIO
739;Descricao adequada do comentario da publicação  427;14/11/2019;coment_183.jgp;248;118;427;COMENTARIO
740;Descricao adequada do comentario da publicação  314;24/08/2020;coment_184.jgp;534;88;314;COMENTARIO
741;Descricao adequada do comentario da publicação  416;22/10/2021;coment_185.jgp;201;15;416;COMENTARIO
742;Descricao adequada do comentario da publicação  390;17/10/2019;coment_186.jgp;140;122;390;COMENTARIO
743;Descricao adequada do comentario da publicação  433;03/06/2021;coment_187.jgp;105;22;433;COMENTARIO
744;Descricao adequada do comentario da publicação  516;13/06/2020;coment_188.jgp;300;97;516;COMENTARIO
745;Descricao adequada do comentario da publicação  504;21/09/2019;coment_189.jgp;345;137;504;COMENTARIO
746;Descricao adequada do comentario da publicação  512;09/03/2019;coment_190.jgp;106;155;512;COMENTARIO
747;Descricao adequada do comentario da publicação  483;29/03/2021;coment_191.jgp;576;41;483;COMENTARIO
748;Descricao adequada do comentario da publicação  274;31/01/2020;coment_192.jgp;732;100;274;COMENTARIO
749;Descricao adequada do comentario da publicação  486;18/05/2019;coment_193.jgp;760;139;486;COMENTARIO
750;Descricao adequada do comentario da publicação  503;30/03/2020;coment_194.jgp;101;93;503;COMENTARIO
751;Descricao adequada do comentario da publicação  392;03/10/2019;coment_195.jgp;513;145;392;COMENTARIO
752;Descricao adequada do comentario da publicação  438;19/02/2020;coment_196.jgp;1099;64;438;COMENTARIO
753;Descricao adequada do comentario da publicação  180;25/05/2021;coment_197.jgp;440;22;180;COMENTARIO
754;Descricao adequada do comentario da publicação  289;06/02/2019;coment_198.jgp;2;117;289;COMENTARIO
755;Descricao adequada do comentario da publicação  309;27/11/2019;coment_199.jgp;1156;118;309;COMENTARIO
756;Descricao adequada do comentario da publicação  423;24/06/2020;coment_200.jgp;1073;75;423;COMENTARIO
757;Descricao adequada do comentario da publicação  494;04/07/2020;coment_201.jgp;1048;94;494;COMENTARIO
758;Descricao adequada do comentario da publicação  516;11/06/2020;coment_202.jgp;14;97;516;COMENTARIO
759;Descricao adequada do comentario da publicação  328;18/03/2020;coment_203.jgp;1145;61;328;COMENTARIO
760;Descricao adequada do comentario da publicação  401;15/10/2020;coment_204.jgp;401;74;401;COMENTARIO
761;Descricao adequada do comentario da publicação  355;11/01/2019;coment_205.jgp;862;114;355;COMENTARIO
762;Descricao adequada do comentario da publicação  284;04/04/2020;coment_206.jgp;1025;95;284;COMENTARIO
763;Descricao adequada do comentario da publicação  161;07/05/2019;coment_207.jgp;791;116;161;COMENTARIO
764;Descricao adequada do comentario da publicação  489;04/12/2020;coment_208.jgp;288;59;489;COMENTARIO
765;Descricao adequada do comentario da publicação  324;16/06/2021;coment_209.jgp;179;31;324;COMENTARIO
766;Descricao adequada do comentario da publicação  409;30/05/2020;coment_210.jgp;341;97;409;COMENTARIO
767;Descricao adequada do comentario da publicação  397;08/09/2021;coment_211.jgp;501;44;397;COMENTARIO
768;Descricao adequada do comentario da publicação  192;05/12/2021;coment_212.jgp;152;43;192;COMENTARIO
769;Descricao adequada do comentario da publicação  349;29/01/2021;coment_213.jgp;1175;19;349;COMENTARIO
770;Descricao adequada do comentario da publicação  300;14/09/2021;coment_214.jgp;852;26;300;COMENTARIO
771;Descricao adequada do comentario da publicação  222;06/04/2020;coment_215.jgp;1015;95;222;COMENTARIO
772;Descricao adequada do comentario da publicação  247;15/08/2021;coment_216.jgp;77;24;247;COMENTARIO
773;Descricao adequada do comentario da publicação  220;19/10/2020;coment_217.jgp;52;86;220;COMENTARIO
774;Descricao adequada do comentario da publicação  467;06/08/2019;coment_218.jgp;1163;126;467;COMENTARIO
775;Descricao adequada do comentario da publicação  258;27/04/2021;coment_219.jgp;797;7;258;COMENTARIO
776;Descricao adequada do comentario da publicação  307;04/03/2020;coment_220.jgp;1126;87;307;COMENTARIO
777;Descricao adequada do comentario da publicação  359;10/03/2019;coment_221.jgp;161;155;359;COMENTARIO
778;Descricao adequada do comentario da publicação  355;12/01/2019;coment_222.jgp;978;114;355;COMENTARIO
779;Descricao adequada do comentario da publicação  318;22/05/2021;coment_223.jgp;412;50;318;COMENTARIO
780;Descricao adequada do comentario da publicação  175;14/08/2019;coment_224.jgp;244;126;175;COMENTARIO
781;Descricao adequada do comentario da publicação  505;18/09/2020;coment_225.jgp;356;73;505;COMENTARIO
782;Descricao adequada do comentario da publicação  181;26/07/2020;coment_226.jgp;579;78;181;COMENTARIO
783;Descricao adequada do comentario da publicação  435;08/11/2020;coment_227.jgp;986;66;435;COMENTARIO
784;Descricao adequada do comentario da publicação  507;22/03/2021;coment_228.jgp;654;17;507;COMENTARIO
785;Descricao adequada do comentario da publicação  447;05/07/2019;coment_229.jgp;799;151;447;COMENTARIO
786;Descricao adequada do comentario da publicação  361;26/06/2021;coment_230.jgp;860;45;361;COMENTARIO
787;Descricao adequada do comentario da publicação  439;22/03/2021;coment_231.jgp;36;17;439;COMENTARIO
788;Descricao adequada do comentario da publicação  521;25/06/2020;coment_232.jgp;556;102;521;COMENTARIO
789;Descricao adequada do comentario da publicação  336;05/10/2019;coment_233.jgp;254;156;336;COMENTARIO
790;Descricao adequada do comentario da publicação  359;09/03/2019;coment_234.jgp;360;155;359;COMENTARIO
791;Descricao adequada do comentario da publicação  436;14/05/2021;coment_235.jgp;987;6;436;COMENTARIO
792;Descricao adequada do comentario da publicação  321;24/03/2021;coment_236.jgp;813;28;321;COMENTARIO
793;Descricao adequada do comentario da publicação  441;10/10/2021;coment_237.jgp;450;49;441;COMENTARIO
794;Descricao adequada do comentario da publicação  519;29/07/2021;coment_238.jgp;69;36;519;COMENTARIO
795;Descricao adequada do comentario da publicação  517;21/07/2020;coment_239.jgp;308;71;517;COMENTARIO
796;Descricao adequada do comentario da publicação  301;04/08/2020;coment_240.jgp;584;60;301;COMENTARIO
797;Descricao adequada do comentario da publicação  328;18/03/2020;coment_241.jgp;796;61;328;COMENTARIO
798;Descricao adequada do comentario da publicação  450;06/08/2021;coment_242.jgp;74;24;450;COMENTARIO
799;Descricao adequada do comentario da publicação  231;18/05/2021;coment_243.jgp;541;18;231;COMENTARIO
800;Descricao adequada do comentario da publicação  509;17/08/2019;coment_244.jgp;889;148;509;COMENTARIO
801;Descricao adequada do comentario da publicação  508;03/03/2019;coment_245.jgp;708;123;508;COMENTARIO
802;Descricao adequada do comentario da publicação  163;25/06/2020;coment_246.jgp;733;102;163;COMENTARIO
803;Descricao adequada do comentario da publicação  555;23/08/2020;coment_247.jgp;936;103;555;COMENTARIO
804;Descricao adequada do comentario da publicação  420;07/06/2019;coment_248.jgp;178;119;420;COMENTARIO
805;Descricao adequada do comentario da publicação  322;28/02/2019;coment_249.jgp;1075;110;322;COMENTARIO
806;Descricao adequada do comentario da publicação  255;21/03/2019;coment_250.jgp;559;141;255;COMENTARIO
807;Descricao adequada do comentario da publicação  324;15/06/2021;coment_251.jgp;388;31;324;COMENTARIO
808;Descricao adequada do comentario da publicação  470;20/03/2020;coment_252.jgp;147;92;470;COMENTARIO
809;Descricao adequada do comentario da publicação  483;30/03/2021;coment_253.jgp;777;41;483;COMENTARIO
810;Descricao adequada do comentario da publicação  485;14/10/2020;coment_254.jgp;779;67;485;COMENTARIO
811;Descricao adequada do comentario da publicação  511;18/09/2020;coment_255.jgp;309;70;511;COMENTARIO
812;Descricao adequada do comentario da publicação  313;18/04/2019;coment_256.jgp;1161;157;313;COMENTARIO
813;Descricao adequada do comentario da publicação  232;02/02/2019;coment_257.jgp;382;153;232;COMENTARIO
814;Descricao adequada do comentario da publicação  489;04/12/2020;coment_258.jgp;788;59;489;COMENTARIO
815;Descricao adequada do comentario da publicação  235;25/06/2021;coment_259.jgp;636;37;235;COMENTARIO
